,inside_18,first_touch,Open Play,Open Play - Counter Attack,Open Play - Unassisted,Set Piece - Corner,Set Piece - Direct Free Kick,Set Piece - Free Kick,Set Piece - Goal Kick,Set Piece - Penalty,Set Piece - Throw In,time,shot_distance,shot_angle
114,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9384450828501353,-1.709679360747207,0.40536467210239346
115,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2242840461135363,-0.10449790384061974,0.5413296396655728
116,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7055653273363227,0.4738751360948674,-0.7991492704746661
117,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,1.0339953930859251,-1.274879189518936
118,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.133887400809521,-1.1535989646697844,-0.6384097751993241
119,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6336692150985694,-1.1202026027616043,1.227643044263227
120,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,-0.30395662113782546,0.8633984999236897
121,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-0.058995936640108916,1.165411790129103
122,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6530424910086374,-0.4065701012377395,-0.36559503551181666
123,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6336692150985694,0.6275612143963122,1.091088206992615
124,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.490749733466869,0.7402281537306453,-0.41720863491215593
125,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27637051101931837,-0.6907702391535959,-1.359230557681776
126,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,-0.10756833872236357,-0.03202371595876702
127,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,0.44952490482678287,0.45137450928212447
128,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.509686637955034,-1.2667310122892648,-1.0878904922628496
129,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1528243052976859,-1.0788700567082745,-1.2294592220466374
130,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4386632685610867,-0.8254022248571982,1.461526383260192
131,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08092819305993272,-0.29796671883361825,-1.2857917791064362
132,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5622094742827192,1.583452559875035,0.9335929951081509
133,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3482666232570715,0.37938575228382465,-0.05473369969491616
134,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009468452244082503,-0.5579736100784033,0.5885192162601689
135,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6526061195867344,1.0242147274106053,-0.7083093355300694
136,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.509686637955034,-0.840191607127777,-0.33049778791958606
