,inside_18,first_touch,Open Play,Open Play - Counter Attack,Open Play - Unassisted,Set Piece - Corner,Set Piece - Direct Free Kick,Set Piece - Free Kick,Set Piece - Goal Kick,Set Piece - Penalty,Set Piece - Throw In,time,shot_distance,shot_angle
58,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7055653273363227,-1.5456397773169746,-0.03202371595876702
59,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6341055865204723,-0.16683356400024893,0.6649073433726707
60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4197263640729219,-0.041076867042527505,-1.10116256068008
61,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3482666232570715,1.1263809692990034,-0.20633021450505543
62,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9195081783619703,-0.766692389168986,1.3945761714666096
63,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7765886967302699,-0.7712936180737224,-0.03202371595876702
64,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6336692150985694,-1.0092548608116187,0.674640193545306
65,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27637051101931837,0.9226439784876697,0.6684465616172655
66,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061991288571767715,1.111168030014222,-0.09012588214086316
67,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08092819305993272,0.2530879895912209,-1.2468603784158945
68,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22384767469163314,-0.2149384729586529,1.1547941353953195
69,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-0.902196413014948,0.9616118062111922
70,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509686637955034,-1.1093209480999895,-1.902795493080777
71,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240658604025847,-0.32881009850614984,-0.03202371595876702
72,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7955256012184349,-0.610492446954414,-1.2704551667131925
73,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9384450828501353,-0.8619651409308774,-0.33580661528647787
74,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1528243052976859,1.0689557515321828,-0.7628722834675706
75,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2957437869293864,-0.1291954049573829,1.0934476858223445
76,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.510123009376937,0.9388012496023518,-0.3414103775070861
77,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.510123009376937,0.24527024330664363,-0.6009530487773637
78,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5815827501927873,-1.0092548608116187,0.674640193545306
79,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3482666232570715,0.7560461936931195,1.016174754148694
80,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.133887400809521,-0.9438282844196959,-0.5245649216648616
81,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9909679191778205,0.2530879895912209,-1.4716007369476574
82,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9909679191778205,-0.8374720892206405,-1.1489420069821081
83,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009468452244082503,-0.8768966223315697,0.12104747311995329
84,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08092819305993272,-0.011553589353200935,0.9120627507868668
85,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36676715632333357,1.0163680845985692,0.4546187926730029
86,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4197263640729219,-0.410189729073554,0.9002653566382177
87,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3482666232570715,-0.9438282844196959,0.4605174897473275
88,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.7765886967302699,-0.8086941183462629,-0.9451420230641973
89,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3478302518351686,1.0650903444446584,1.0436036955443027
90,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.13345102938761794,-0.9925353778575088,-1.1194485216104857
91,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29530741550748335,-0.6821057023725822,-1.5462192549378622
92,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4382268971391838,-1.2562806547487588,-0.7162725765804073
93,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5811463787708843,-1.3904249395745112,1.4821718230203282
94,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240658604025847,-0.20845375256312876,0.57436234328179
95,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9384450828501353,-0.041076867042527505,1.553251122765938
96,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3672035277452366,-0.8374720892206405,-0.4820943027297253
97,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4386632685610867,-0.9925353778575088,-1.5990125937530664
98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.510123009376937,1.3161996078059632,0.7023640697946314
99,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3482666232570715,2.1353052247661304,0.9492245423551108
